Unnamed: 0,x,y
169,40.394016,51.628923
170,59.093830,73.316126
171,36.610572,51.126976
172,18.124439,53.676700
173,44.031846,56.962884
174,19.065349,39.362739
175,19.008243,49.556674
176,51.111167,42.445579
177,38.308919,55.419343
178,41.099795,38.336561
179,34.871043,50.830270
180,24.960759,44.036735
181,62.505050,43.893611
182,46.039744,59.561692
183,63.355792,47.131577
184,53.283806,55.087143
185,47.846891,43.168211
186,62.000689,52.662321
187,47.817567,53.459975
188,33.943825,52.366444
189,27.226957,49.834749
190,41.368724,61.822298
191,54.592722,47.245900
192,46.543282,38.069696
193,38.007649,61.961745
194,47.131599,55.107030
195,32.016989,55.331783
196,44.545044,59.533887
197,64.174768,61.114836
198,37.444684,59.095959
199,40.589285,78.292517
200,39.367224,46.594906
201,37.674941,37.620664
202,28.212812,35.852874
203,40.699898,57.478492
204,46.276465,66.508220
205,17.985809,55.688928
206,66.454269,48.847933
207,39.120392,45.746627
208,39.609868,55.553923
209,22.574681,63.193646
210,45.342386,61.094758
211,31.964887,65.362874
212,17.079234,45.169050
213,38.254332,61.958248
214,39.484601,40.755948
215,37.993999,42.012795
216,47.345956,46.619860
217,46.807593,73.791294
218,47.502814,48.295783
219,29.674834,55.729443
220,40.608528,72.195792
221,25.883267,46.181735
222,47.615502,52.040813
223,40.230634,68.196685
224,39.716834,42.202087
225,48.812601,46.816119
226,37.388426,43.642550
227,57.941921,31.096620
228,18.528803,59.209587
229,27.576418,61.634290
230,42.758189,52.263368
231,55.090702,42.313401
232,24.672212,39.032200
233,29.522352,53.290005
234,39.969149,37.144300
235,47.898865,51.487065
236,30.218330,37.119449
237,52.943439,53.332902
238,41.428944,59.113953
239,47.164955,57.708929
240,36.472192,63.830950
241,44.154816,73.629549
242,22.147963,40.860577
243,30.295659,64.093730
244,40.910530,53.563722
245,46.715694,51.910836
246,38.263433,38.534522
247,43.096240,55.316985
248,26.617894,79.824924
249,49.211733,82.391083
250,35.992296,41.291180
251,40.841289,60.220026
252,65.897596,53.798959
253,36.620146,57.816439
254,29.762087,44.094998
255,33.480886,57.707576
256,52.778672,48.244547
257,43.395768,51.825264
258,25.746894,33.527671
259,48.075484,37.045797
260,32.959447,64.961414
261,44.929261,49.286740
262,43.001200,46.110610
263,48.807761,57.928023
264,49.789547,55.972538
265,38.409738,59.497197
266,17.916278,37.698966
267,49.977476,56.997388
268,21.846427,51.825071
269,57.713155,52.770948
270,48.450930,51.644690
271,25.364317,48.334869
272,58.873972,39.657312
273,46.909561,28.508973
274,23.158584,58.637496
275,45.519957,69.542595
276,36.442590,48.223755
277,51.330984,39.005123
278,39.285928,30.913450
279,45.873234,45.346391
280,37.214624,43.800463
281,55.774494,56.066150
282,42.305695,62.668887
283,52.133246,54.576782
284,32.109569,56.563317
285,35.618099,46.731749
286,63.543656,46.476792
287,52.064166,65.676246
288,53.929013,41.863789
289,38.781070,55.741797
290,52.236641,50.221569
291,43.431822,47.067212
292,31.120777,66.044960
293,40.253140,41.438043
294,32.407032,48.205215
295,53.242022,57.052325
296,52.508304,45.956924
297,38.728447,44.099144
298,21.566753,35.279260
299,31.898259,44.796624
300,28.167514,51.985764
301,28.645813,42.088946
302,52.010835,50.678691
303,38.433820,67.699122
304,38.283205,35.645921
305,56.749278,48.032871
306,64.443254,29.450918
307,49.141242,26.140766
308,42.491870,47.799139
309,59.629158,38.931172
310,28.571732,75.638811
311,21.726087,58.895765
312,62.834193,86.076759
313,36.483677,19.043042
314,56.077450,40.539644
315,31.359887,50.057352
316,52.709693,61.566597
317,50.722508,62.786324
318,33.708260,13.450229
319,43.363918,53.319144
320,29.661678,45.480914
321,44.650738,65.227478
322,38.018994,54.942829
323,25.869315,42.445938
324,54.721693,68.513903
325,16.175927,50.244382
326,44.804083,44.799167
327,29.704046,52.025040
328,51.812205,43.822624
329,44.185497,50.968931
330,57.872035,53.533365
331,44.025204,43.573416
332,33.603074,39.711534
333,49.665065,36.373912
334,62.035377,51.801411
335,53.309799,61.206836
336,30.159750,77.429519
337,69.498930,44.391907
338,35.649051,62.758535
339,41.438579,43.395360
340,29.015551,53.348723
341,35.752464,54.104025
342,37.452587,46.828483
343,48.994336,44.264110
344,45.833080,58.072218
345,26.451568,34.808338
346,42.873223,54.503856
347,19.458705,38.406964
348,43.038699,47.450300
349,48.154504,47.274590
350,30.166509,55.061574
351,58.020737,58.703008
352,46.244869,43.000861
353,46.056656,50.282414
354,40.247971,71.238277
355,56.007417,37.179555
356,20.928276,31.460737
357,39.075924,38.420277
358,41.813352,45.103617
359,50.501234,31.888458
360,34.539229,31.104990
361,35.863394,45.639081
362,41.693238,34.924367
363,38.921672,30.919234
364,32.111324,47.228472
365,49.994825,66.595476
366,31.202686,37.839835
367,59.809165,43.067105
368,34.299860,68.709394
369,21.346991,49.195207
370,49.880644,35.849056
371,41.478273,52.751903
372,39.394449,45.695825
373,43.294158,43.859337
374,19.741425,53.324397
375,32.021500,40.681725
376,27.874885,56.444282
377,28.550929,59.036973
378,36.569621,46.556078
379,57.814203,49.695455
380,45.887675,53.067696
381,32.397345,48.087272
382,42.225329,67.940085
383,43.894083,54.075535
384,19.217851,45.559005
385,19.800095,57.000393
386,64.791766,61.585309
387,50.355451,52.322058
388,38.881272,64.781937
389,50.353040,44.176531
390,28.535064,64.207460
391,25.957654,45.990433
392,52.149165,40.707656
393,35.443706,38.680079
394,33.858842,36.867044
395,33.412455,32.305899
396,52.446947,36.281193
397,52.764232,59.083284
398,53.468442,79.754314
399,43.124634,26.293199
400,45.502688,54.792141
401,32.925984,28.413853
402,31.910303,54.754026
403,55.594455,52.530850
404,44.964207,26.912228
405,65.043608,62.993465
406,47.776737,35.950804
407,37.690676,37.486634
408,33.918602,54.722077
409,28.561078,48.096698
410,38.711829,41.597485
411,48.029292,45.063060
412,39.350769,52.142222
413,19.615347,56.930689
414,47.846233,54.356987
415,25.580872,36.738012
416,30.087139,64.397643
417,37.939866,52.208095
418,44.752794,33.858743
419,58.637145,33.508874
420,63.907988,54.167721
421,44.449796,47.157037
422,31.264194,56.392438
423,22.143069,59.656417
424,45.436901,43.603230
425,36.521355,50.319280
426,37.502282,48.605672
427,55.714254,57.191907
428,58.072666,66.975329
429,38.641578,45.673618
430,43.197621,51.056501
431,25.272066,42.706735
432,20.972595,66.933355
433,46.582133,46.454921
434,36.970138,65.455246
435,38.497572,31.282335
436,43.747533,40.066417
437,35.218679,39.049478
438,48.597808,65.172114
439,35.616917,36.663539
440,58.241657,39.522740
441,23.902987,54.701078
442,29.466963,50.605333
443,43.677731,57.610529
444,44.404643,36.591559
445,51.496314,39.929745
446,49.973756,77.825033
447,34.172611,62.327249
448,46.623159,67.028710
449,57.482350,57.664212
450,51.985779,49.691244
451,35.327813,51.172299
452,25.347938,31.548797
453,24.793533,41.302322
454,33.469847,55.487695
455,61.702342,40.716194
456,25.296952,40.676040
457,44.528308,49.949587
458,34.323558,63.099452
459,38.969235,61.474235
460,31.932860,47.002208
461,17.227664,43.466807
462,24.524157,38.286884
463,43.996478,62.091587
464,53.064674,51.997117
465,37.361621,62.653523
466,54.060889,35.020247
467,47.824453,51.324344
468,46.121938,46.770176
469,41.752656,35.518124
470,54.679926,72.032037
471,36.707975,36.283364
472,31.147284,55.577487
473,41.578756,67.582091
474,37.716299,53.006867
475,29.714647,49.988146
476,39.162921,40.643418
477,37.607194,43.826877
478,30.320592,35.174054
479,26.278169,31.605149
480,67.863101,40.820108
481,51.724941,54.148697
482,34.139540,44.115333
483,47.119201,65.517689
484,44.830288,56.130460
485,35.575847,63.176024
486,23.281463,31.204873
487,30.489076,60.767861
488,42.567899,62.309494
489,26.556762,35.651102
490,46.062239,35.406402
491,49.913251,56.098520
492,41.125437,53.483316
493,19.000071,39.815617
494,37.791433,28.447014
495,54.767559,34.561620
496,50.194578,40.358671
497,42.701425,40.291179
498,44.636318,59.766085
499,27.102736,30.019548
500,41.531963,35.917288
501,44.032590,41.390576
502,39.929150,37.784522
503,14.610586,61.278613
504,35.215828,47.658303
505,29.682262,40.462850
506,53.982763,67.095731
507,23.195638,43.429794
508,37.491983,56.975199
509,33.832814,43.702848
510,51.224239,66.722041
511,47.201286,55.323528
512,49.792966,40.686002
513,19.819895,50.957660
514,53.431803,61.170405
515,23.726410,73.703697
516,41.073301,28.923231
517,37.133499,27.052308
518,15.549389,63.778394
519,46.317530,56.893587
520,42.760406,45.610777
521,41.312188,54.567571
522,44.564726,63.229047
523,31.159521,25.206505
524,16.675331,18.019974
525,24.119668,47.025042
526,41.768484,59.364082
527,52.137500,53.061352
528,41.948370,43.277989
529,53.119099,31.002748
530,55.487414,46.030555
531,29.918834,37.351188
532,53.686370,64.011288
533,53.386842,64.022378
534,42.365717,54.088949
535,29.974314,32.706560
536,63.392153,41.495255
537,38.473941,47.357874
538,35.264041,52.170795
539,47.501945,28.499454
540,45.069179,30.472452
541,42.947832,61.573802
542,53.513207,46.773158
543,41.785796,31.797910
544,44.118033,63.023863
545,35.627499,28.842531
546,38.791189,58.281650
547,46.278217,36.429123
548,44.171329,43.805300
549,50.802072,47.270705
550,47.374376,44.128048
551,38.934965,65.778300
552,30.946495,49.418894
553,51.388231,52.077031
554,17.095646,18.074894
555,27.487749,41.389610
556,65.263045,43.376475
557,41.692401,67.316788
558,26.166721,51.699197
559,53.727682,42.400682
560,38.587258,44.469749
561,56.925758,57.861959
562,33.507127,61.216544
563,30.680531,69.749738
564,42.045336,32.624913
565,64.597776,41.983784
566,30.578204,47.388304
567,46.716125,32.536201
568,27.404915,53.255274
569,42.891820,66.514139
570,44.389908,58.995051
571,25.760494,40.996624
572,40.228303,49.816362
573,42.125598,45.795646
574,24.840409,46.217816
575,35.808873,48.481662
576,43.638127,65.324784
577,39.582037,58.245370
578,24.564312,54.352430
579,24.550772,62.437735
580,36.913409,55.362501
581,23.244119,78.628589
582,46.671208,40.283746
583,45.727476,48.886766
584,31.382652,54.217585
585,45.121897,20.537231
586,47.668674,42.810007
587,50.210326,41.036538
588,61.138238,41.125723
589,58.227485,33.889560
590,45.132763,42.860878
591,55.755255,56.356724
592,51.920863,49.679341
593,41.854917,52.075734
594,53.714548,61.420906
595,50.925343,64.559727
596,49.067205,46.415880
597,35.682972,61.226631
598,18.376833,55.872414
599,46.563928,53.246628
600,53.256772,36.118422
601,17.292375,64.172024
602,19.360281,35.956098
603,40.733941,53.086209
604,34.372161,51.549275
605,54.087012,41.863205
606,46.315188,35.377841
607,33.022765,39.650752
608,20.449196,60.533266
609,47.834840,38.575147
610,26.341934,33.158194
611,52.880630,67.864393
612,54.642287,66.381973
613,37.432819,36.728463
614,48.995940,69.068081
615,2.197957,62.980115
616,45.742415,28.957047
617,53.916332,47.006207
618,34.042116,44.089248
619,45.663404,71.983892
620,43.380721,49.993857
621,23.467715,46.211889
622,26.273733,65.728012
623,47.842329,45.003257
624,48.833222,31.140655
625,24.706599,52.638324
626,29.729337,55.678525
627,14.707472,40.031423
628,27.532697,53.158448
629,53.315773,64.822007
630,38.640527,52.510611
631,46.458481,47.848859
632,34.682642,45.595385
633,29.130808,67.583238
634,47.305405,25.531368
635,35.560631,37.276770
636,37.631429,47.047319
637,37.640734,59.633128
638,28.432974,68.505303
639,31.172763,29.134902
640,30.050843,62.924006
641,48.921414,49.499329
642,46.427851,39.235133
643,33.530849,50.040855
644,63.880495,52.650255
645,28.686602,49.370291
646,9.749785,58.162096
647,61.274063,64.968274
648,40.106496,40.963778
649,49.031541,46.564414
650,44.265522,48.217235
651,34.454401,50.239639
652,48.121952,47.812480
653,31.165107,39.860855
654,49.843265,57.889216
655,66.058515,70.219190
656,22.189692,49.568172
657,51.495335,41.984658
658,51.806526,58.214800
659,40.777946,34.067385
660,37.507053,53.408418
661,21.486627,42.132183
662,38.874000,41.931149
663,47.478232,44.478386
664,47.475344,44.227331
665,25.533209,45.576853
666,28.487971,43.912769
667,43.789335,56.584808
668,36.283134,54.048646
669,62.954407,54.038778
670,31.086719,72.101909
671,29.987704,54.022204
672,44.144428,46.020835
673,72.841896,68.419974
674,22.889425,61.281358
675,21.479109,48.802195
676,57.020997,33.183706
677,64.215850,45.117290
678,37.985392,56.728082
679,48.229160,36.017196
680,51.866407,48.885268
681,60.306187,55.424265
682,43.196487,24.384153
683,46.370017,54.618414
684,42.391093,39.300313
685,24.619949,47.543079
686,46.715317,53.427205
687,23.310520,82.636033
688,42.418284,67.408292
689,43.733874,68.260310
690,47.686848,39.108939
691,45.023985,41.324579
692,39.933507,42.103640
693,23.696655,57.574562
694,48.889194,77.957752
695,31.177347,41.832629
696,47.013695,64.608331
697,55.658591,36.029084
698,22.965607,49.015939
699,30.057066,45.904349
700,44.412070,39.261529
701,55.671063,47.260651
702,23.667311,44.928110
703,52.287370,51.529097
704,40.220724,56.748940
705,43.600601,53.971588
706,41.477267,58.329542
707,6.838045,38.928371
708,55.020865,49.543331
709,40.322382,41.590107
710,41.523286,49.849022
711,46.445606,28.945491
712,42.722231,35.826336
713,36.457470,32.957385
714,43.619531,35.028429
715,39.589607,38.942558
716,26.703279,47.639853
717,35.750160,55.851580
718,36.127461,46.756051
719,36.190550,45.357368
720,31.983511,34.056495
721,9.212733,55.622738
722,55.595727,48.031946
723,43.455561,47.965568
724,45.586363,31.237007
725,31.204105,37.805539
726,46.348611,54.257128
727,55.784390,39.379908
728,27.000741,56.777484
729,52.525717,29.897529
730,62.499645,37.628869
731,56.875961,41.424777
732,28.473276,42.679122
733,68.941891,31.445362
734,26.066112,38.714804
735,11.887341,72.202744
736,35.686996,33.050266
737,38.731656,44.644032
738,26.791368,55.934640
739,56.113198,66.818032
740,30.552017,47.738475
741,31.784318,69.950924
742,40.399220,31.659054
743,48.491477,40.995247
744,50.516480,50.329604
745,43.132013,38.949136
746,31.886544,47.407246
747,40.884891,45.184416
748,17.197485,50.602414
749,36.941254,38.038310
750,42.610779,33.752551
751,38.771951,24.181948
752,48.803897,47.166043
753,29.318966,38.828306
754,45.796047,50.468021
755,30.909778,36.173491
756,33.090639,51.596441
757,60.465383,64.956083
758,33.540313,43.468038
759,52.033530,34.971237
760,34.002040,40.045056
761,35.878623,50.098012
762,18.366115,40.206054
763,31.230765,36.935714
764,32.074898,68.078166
765,28.739118,51.448420
766,34.301573,41.073926
767,46.198484,59.565638
768,14.252942,64.367348
769,35.560287,39.930392
770,37.940350,47.405439
771,33.639639,64.696238
772,52.292588,69.503701
773,23.692539,39.025060
774,41.008484,49.099066
775,32.761001,37.740704
776,31.018182,26.348754
777,14.361288,46.556213
778,50.947148,60.444125
779,35.338236,52.872574
780,49.490286,62.813142
781,35.642505,62.279006
782,35.596022,71.555944
783,32.584404,38.223220
784,26.221881,33.380067
785,52.731469,27.396853
786,29.850155,51.924983
787,23.666786,24.428333
788,31.161733,42.551536
789,38.621692,64.654015
790,42.548467,39.765899
791,26.642706,35.968780
792,30.282718,53.013605
793,27.216305,43.633316
794,49.301597,44.817184
795,67.213451,57.052040
796,48.000422,66.851673
797,32.117707,48.064924
798,59.928246,53.420389
799,50.391049,27.653648
800,43.999198,45.319999
801,29.704652,59.297122
802,37.212646,42.100718
803,46.715035,61.793584
804,13.449699,53.608196
805,43.126246,33.992576
806,33.704395,47.652745
807,38.183034,60.309962
808,34.839770,45.261077
809,64.022801,84.983503
810,29.602389,48.762070
811,48.679576,33.265397
812,43.502513,41.514787
813,56.181837,46.768909
814,42.714391,72.719539
815,41.253255,82.331318
816,41.706945,47.922981
817,51.245116,29.319652
818,15.781460,39.281328
819,51.556556,42.595937
820,42.141319,40.516869
821,36.734746,54.993775
822,35.387562,65.234267
823,67.843919,49.200842
824,33.356241,68.022078
825,27.477120,44.784173
826,33.482771,74.900154
827,38.834799,45.975042
828,30.825259,63.837177
829,37.871085,40.448010
830,32.718338,47.468506
831,58.240248,73.438142
832,47.412452,34.538994
833,65.823900,43.937137
834,38.822934,71.201374
835,44.611998,37.117739
836,66.947535,43.808680
837,49.899759,58.818321
838,45.949018,67.976533
839,71.404591,22.276051
840,42.605540,49.716083
841,20.573434,30.264485
842,35.728150,83.024370
843,25.553007,77.939932
844,39.047926,64.594327
845,23.133936,57.464746
846,43.411330,60.032456
847,29.413550,50.337564
848,43.296019,53.951861
849,30.313756,79.435704
850,31.595207,40.305611
851,26.932258,50.254975
852,54.846099,57.679149
853,35.080873,63.303762
854,48.364403,40.912075
855,36.239302,59.165771
856,26.008284,50.256206
857,24.539643,65.892654
858,16.608053,33.370005
859,8.177100,41.920175
860,34.005892,55.131344
861,53.093643,39.990265
862,57.003253,42.262541
863,61.843051,71.415823
864,51.980156,52.178870
865,36.619086,71.298480
866,19.967152,53.739534
867,52.491481,41.192918
868,15.911346,55.713303
869,35.604262,71.587287
870,17.478690,25.724969
871,32.502840,65.722323
872,46.554284,75.321429
873,43.482006,61.073006
874,59.809334,80.826207
875,36.271900,68.728100
876,22.547672,32.483601
877,36.293907,46.268902
878,65.508327,47.557483
879,49.907929,54.446342
880,45.943475,40.401011
881,32.552396,42.845559
882,51.926156,44.587795
883,43.172930,66.241130
884,44.601950,58.306873
885,45.072350,42.472906
886,59.634931,46.136178
887,51.027730,56.894481
888,24.663695,65.814187
889,39.594639,63.293548
890,31.446760,48.348254
891,50.843014,62.339177
892,22.738581,70.794880
893,39.519733,52.936642
894,42.214328,39.974830
895,45.391979,62.409855
896,30.488418,56.232068
897,41.681286,56.494622
898,41.714924,37.136759
899,26.567148,36.288968
900,43.559437,61.646166
901,37.192211,50.236426
902,53.419089,52.577663
903,32.482998,47.422567
904,41.615006,48.623417
905,43.311205,47.702210
906,51.770166,33.548087
907,50.933289,42.746882
908,37.575859,52.417313
909,41.417977,42.483522
910,52.484026,77.279971
911,33.263114,53.684452
912,46.605380,47.434520
913,51.194900,58.769172
914,51.091800,51.688281
915,56.396908,46.852533
916,17.884876,63.234597
917,37.391352,38.744153
918,35.929389,55.591461
919,9.953197,34.478123
920,36.474057,45.530206
921,40.333603,70.267501
922,39.140820,44.827051
923,39.229594,53.975523
924,37.964034,56.246486
925,44.420846,50.146319
926,42.210953,64.634781
927,48.190393,31.957105
928,38.006712,50.677135
929,43.869492,60.237326
930,43.018132,45.094786
931,45.454182,51.440474
932,45.834935,53.329368
933,17.972786,42.099049
934,66.169491,59.987568
935,55.560004,31.774709
936,22.142533,56.768835
937,39.709302,35.812470
938,52.434191,61.978683
939,44.200607,52.987948
940,49.373074,44.863401
941,35.562539,53.361078
942,72.644513,39.597374
943,33.169270,34.169854
944,39.692163,47.390855
945,12.152139,56.618231
946,57.946965,48.173003
947,29.616349,40.544011
948,53.282879,25.608823
949,40.633486,40.846220
950,36.962390,50.916066
951,58.368848,71.403575
952,48.229500,42.438512
953,21.129267,24.662976
954,47.867718,56.338195
955,49.678626,53.455848
956,43.376286,58.049477
957,36.377481,48.102702
958,38.908063,55.723729
959,27.765778,57.994238
960,33.841962,63.877636
961,20.228074,54.523664
962,39.732721,46.683220
963,38.428398,63.886536
964,42.509126,30.599579
965,42.173560,22.833932
966,55.053079,30.719190
967,44.747646,56.529199
968,32.679439,63.576970
969,37.909182,51.628755
970,40.325369,46.731377
971,25.717155,68.870832
972,45.448265,48.475335
973,55.170786,40.857970
974,23.604195,52.132758
975,11.230213,52.051274
976,42.916927,51.319178
977,47.937853,50.198554
978,4.960672,59.339000
979,45.344282,23.584193
980,28.635009,53.923046
981,48.204292,49.890916
982,18.621852,51.047390
983,30.199217,47.484607
984,31.795914,42.265766
985,59.436790,44.799394
986,39.867317,71.792619
987,29.623980,65.197912
988,62.153342,22.586746
989,34.408563,26.706490
990,35.127076,60.637580
991,47.261467,50.525063
992,54.778566,40.006815
993,56.353794,52.575871
994,30.725307,65.105317
995,42.396179,32.427533
996,59.906231,41.640847
997,47.711057,45.185835
998,27.880269,49.970184
999,37.968544,41.813647
1000,45.531457,40.047173
1001,29.879831,27.791983
1002,5.359168,49.728944
1003,45.110317,56.753697
1004,35.574445,52.201215
1005,43.350657,54.500682
1006,43.575663,33.708583
1007,30.344266,56.821950
1008,48.054373,47.240800
1009,46.219715,58.608660
1010,44.448442,60.137026
1011,42.555912,27.850664
1012,43.480523,42.310227
1013,39.772733,54.169446
1014,45.781274,79.411317
1015,48.356612,48.583615
1016,35.299227,45.073747
1017,50.539478,50.359454
1018,47.903351,39.309103
1019,43.510646,70.806222
1020,42.471040,45.728469
1021,26.335205,42.142459
1022,31.782948,56.063546
1023,28.881581,62.365285
1024,43.417329,53.852822
1025,18.565334,48.941792
1026,43.717615,36.321268
1027,55.724223,52.736231
1028,45.189074,33.996377
1029,37.282842,40.540958
1030,36.478953,43.092315
1031,48.374052,63.379246
1032,36.529170,57.957421
1033,48.817937,51.430991
1034,39.981028,54.840931
1035,42.221422,50.811020
1036,68.308237,42.763801
1037,41.824336,64.439224
1038,50.721482,61.472570
1039,45.792051,46.029139
1040,34.014846,71.840507
1041,34.306634,41.506699
1042,63.090617,47.466491
1043,52.113868,64.935230
1044,44.611665,57.712180
1045,36.804862,71.682553
1046,29.249739,57.878870
1047,50.435937,40.144928
1048,27.317771,62.352518
1049,57.175634,41.028161
1050,44.351103,46.075255
1051,52.157461,46.822971
1052,30.674125,62.093567
1053,22.847347,41.860616
1054,45.837419,51.146850
1055,27.479151,77.247970
1056,39.460609,73.869636
1057,44.357508,52.720433
1058,37.411164,47.117314
1059,41.809839,46.939262
1060,51.283815,43.700174
1061,29.421716,22.648224
1062,39.499340,52.676828
1063,30.796079,46.170417
1064,35.519222,55.735866
1065,35.143956,49.590783
1066,51.247652,43.064242
1067,39.146199,46.485644
1068,29.758141,48.911738
1069,54.516041,62.049038
1070,33.777085,26.950772
1071,28.851426,38.258122
1072,55.493632,64.699624
1073,36.721455,45.989553
1074,43.352041,53.773979
1075,36.184195,33.065939
1076,42.269680,38.846062
1077,36.607314,44.677229
1078,44.051404,52.087788
1079,33.103690,46.217843
1080,42.261668,52.915352
1081,24.065712,75.907220
1082,39.198340,42.586019
1083,45.427787,58.869625
1084,31.157687,31.691998
1085,43.058620,63.679050
1086,50.496514,57.007040
1087,22.974472,49.083297
1088,42.554128,64.511572
1089,48.331707,23.963426
1090,63.608259,55.750991
1091,38.716173,59.655372
1092,47.542870,58.332842
1093,35.191856,42.995528
1094,27.470673,66.656791
1095,35.064031,64.128995
1096,55.333800,37.380407
1097,27.372537,50.959933
1098,47.256270,54.163041
1099,50.635822,53.123202
1100,36.147519,48.212409
1101,48.801887,49.797222
1102,48.568650,63.024537
1103,46.718156,55.251367
1104,31.179671,56.645135
1105,38.605474,69.537550
1106,19.555865,22.685811
1107,50.854410,24.442384
1108,48.475658,36.641896
1109,32.406070,46.188241
1110,54.349632,70.142870
1111,20.150799,62.710887
1112,49.306742,58.904381
1113,27.835992,41.087695
1114,45.864245,36.395642
1115,33.087974,65.219805
1116,57.710135,37.396787
1117,32.683955,46.058377
1118,33.751718,66.919615
1119,36.878335,40.884880
1120,33.108563,52.581168
1121,24.243889,35.476765
1122,47.826063,62.511891
1123,60.539298,30.361626
1124,52.339195,66.082577
1125,54.442997,31.300235
1126,26.521537,54.702032
1127,58.735280,56.211026
1128,34.477223,65.514687
1129,32.506585,38.513798
1130,42.302291,37.201815
1131,36.810936,57.411143
1132,33.195991,76.592452
1133,53.207576,40.420586
1134,33.199039,53.714610
1135,50.715707,48.607040
1136,31.202768,44.228345
1137,43.044987,42.517200
1138,32.423523,53.943906
1139,34.449169,32.984701
1140,32.254488,56.133973
1141,53.100413,61.902934
1142,27.962790,36.716796
1143,48.014218,49.974307
1144,54.878298,42.221213
1145,26.390591,49.963414
1146,34.495539,58.163164
1147,37.572559,18.458737
1148,34.378018,34.289591
1149,41.836486,44.260076
1150,46.638511,60.214875
